caseid,version,maindate,cutoffym,state,zipcode,income1,income2,income3,income4,income5,income_original,income_flg,age,age_flg,disabled,dobyr,edu_cat,edu_cat_flg,employ_stat,employ_stat_flg,hisp_race,hisp_race_flg,male,male_flg,memovr18,memund18,memund18_flg,retired,student,workfull,workpart,wgt_m1,wgt_m2,wgt_m3_6,wgt_m7,wgt_m8,wgt_m9_12,wgt_partial
80208796,"0111","20130316","201207","TX","78258",225000,225000,225000,225000,225000,225000,0,65,0,-1,1947,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,1794.189865,2643.16849,0,1718.174296,2088.296308,3436.34864,.516129
80209654,"0111","20130116","201207","MA","02538",17000,17000,17000,17000,17000,17000,0,64,0,-1,1948,2,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,8809.23474,0,0,8416.392845,10208.98069,16832.78525,.516129
80210025,"0111","20130117","201207","MO","63126",17505.369,22217.253,80488.853,56013.278,16200.973,-7,1,75,0,-1,1937,2,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,610.8898795,0,0,592.045706,712.257129,1184.091397,.5483871
80210155,"0111","20130212","201207","NC","28147",28000,28000,28000,28000,28000,28000,0,55,0,-1,1957,1,0,1,0,3,0,0,0,1,1,0,-1,-1,1,-1,6792.408843,9658.809701,0,6469.569092,7757.637426,12939.13819,.4285714
80210904,"0111","20130313","201207","VA","24112",20000,20000,20000,20000,20000,20000,0,57,0,-1,1955,1,0,3,0,2,0,0,0,2,0,0,1,-1,2,-1,8387.248092,11854.7008,0,8028.917312,9680.336677,16057.83407,.4193548
80212654,"0102","20130105","201207","VA","24121",95000,95000,95000,95000,95000,95000,0,55,0,-1,1957,2,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,0,0,0,5817.812954,7056.935337,11635.62561,0
80212805,"0111","20130116","201207","PA","17859",100000,100000,100000,100000,100000,100000,0,44,0,2,1968,3,0,4,0,3,0,0,0,2,3,0,2,2,2,2,8809.074354,0,0,8747.764129,10341.08962,17495.52833,.516129
80213428,"0111","20130122","201207","TN","37415",52500,52500,52500,52500,52500,52500,0,40,0,-1,1972,2,0,4,0,2,0,0,0,4,2,0,2,1,2,-1,22646.86719,0,0,22516.5183,26326.77783,45033.03478,.7096774
80214863,"0102","20130104","201207","WA","98125",45000,45000,45000,45000,45000,45000,0,55,0,-1,1957,2,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,0,0,0,8785.978441,10784.12482,17571.95683,0
80215338,"0111","20130131","201207","CA","90220",35000,35000,35000,35000,35000,35000,0,35,0,-1,1977,1,0,4,0,2,0,0,0,2,2,0,2,1,2,-1,43670.55473,0,0,42213.10427,51787.03305,84426.20733,1
80216830,"0111","20130215","201207","WA","98290",30000,30000,30000,30000,30000,30000,0,53,0,-1,1959,3,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,4596.19737,6587.193986,0,4465.711218,5272.239261,8931.422295,.5357143
80220266,"0111","20130322","201207","CO","80004",48768.585,25363.923,49912.047,25080.507,26132.283,-7,1,78,0,-1,1934,2,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,2051.104298,3063.631153,0,1962.165088,2465.591602,3924.330126,.7096774
80220912,"0111","20130319","201207","IL","60126",200000,200000,200000,200000,200000,200000,0,42,0,-1,1970,3,0,1,0,3,0,0,0,2,3,0,-1,-1,1,-1,9685.117736,13969.91735,0,9617.710342,11369.48861,19235.42076,.6129032
80221254,"0111","20130117","201207","IL","60420",60652.982,50833.464,63003.06,72458.5,71381.455,-7,1,76,0,-1,1936,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,24183.17107,0,0,23526.92659,28773.91042,47053.85307,.5483871
80221384,"0111","20130113","201207","MN","55025",30000,30000,30000,30000,30000,30000,0,31,0,2,1981,2,0,4,0,3,0,0,0,2,1,0,2,2,2,2,173039.1682,0,0,167703.3799,202740.9558,335406.766,.4193548
80224853,"0111","20130305","201207","IL","60302",158000,158000,158000,158000,158000,158000,0,71,0,-1,1941,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,26216.17537,38621.20171,0,25105.45821,30513.57234,50210.91711,0
80225944,"0111","20130313","201207","NY","11530",40000,40000,40000,40000,40000,40000,0,65,0,-1,1947,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,5160.249431,7733.707701,0,4921.326912,6113.157033,9842.653959,.4193548
80227180,"0111","20130117","201207","IN","46371",70000,70000,70000,70000,70000,70000,0,63,0,-1,1949,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,1508.407432,0,0,1461.510716,1641.699492,2923.021433,.5483871
80228664,"0102","20130105","201207","NY","12065",67000,67000,67000,67000,67000,67000,0,65,0,-1,1947,2,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,0,0,0,3684.509661,4684.936262,7369.0194,0
80230500,"0111","20130116","201207","PA","19602",18000,18000,18000,18000,18000,18000,0,48,0,1,1964,1,0,4,0,1,0,1,0,2,0,0,2,2,2,-1,35390.97837,0,0,33386.029,36445.04151,66772.05805,.516129
80231477,"0111","20130316","201207","VA","23229",40000,40000,40000,40000,40000,40000,0,22,0,-1,1990,3,0,1,0,3,0,0,0,3,0,0,-1,-1,1,-1,8383.189041,11629.00452,0,8487.199274,10338.53364,16974.39811,.516129
80233716,"0111","20130225","201207","NY","11590",100000,100000,100000,100000,100000,100000,0,60,0,-1,1952,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,6198.626583,8883.769008,0,6022.647428,7110.365331,12045.29467,.8928571
80234768,"0111","20130320","201207","OR","97478",52131.711,62741.001,72010.71,72673.533,65909.195,-7,1,71,0,-1,1941,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,1854.493867,2801.202162,0,1804.169559,2206.536118,3608.339109,.6451613
80237143,"0111","20130117","201207","IN","46403",24000,24000,24000,24000,24000,24000,0,78,0,-1,1934,1,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,1158.344652,0,0,1119.164238,1330.984912,2238.328507,.5483871
80240714,"0111","20130214","201207","SC","29842",95000,95000,95000,95000,95000,95000,0,43,0,-1,1969,2,0,1,0,2,0,1,0,3,0,0,-1,-1,1,-1,17523.0122,25026.26807,0,17156.87205,21202.00838,34313.7435,.5
80245102,"0111","20130212","201207","MO","64030",60000,60000,60000,60000,60000,60000,0,62,0,-1,1950,3,0,1,0,2,0,0,0,1,0,0,-1,-1,1,-1,6761.061613,9767.95755,0,6688.632333,7601.812003,13377.26399,.4285714
80245670,"0102","20130105","201207","OH","44273",35000,35000,35000,35000,35000,35000,0,63,0,-1,1949,1,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,0,0,0,2162.968564,2483.134828,4325.937129,0
80246350,"0111","20130122","201207","GA","30066",85000,85000,85000,85000,85000,85000,0,68,0,2,1944,3,0,2,0,3,0,1,0,1,0,0,2,2,2,1,593.4024161,0,0,575.6952347,669.9054465,1151.390485,.7096774
80248279,"0111","20130122","201207","NC","27518",150000,150000,150000,150000,150000,150000,0,33,0,-1,1979,3,0,1,0,3,0,1,0,2,3,0,-1,-1,1,-1,5625.096761,0,0,5457.307347,6381.420928,10914.61518,.7096774
80249203,"0111","20130128","201207","NC","28025",85000,85000,85000,85000,85000,85000,0,58,0,-1,1954,3,0,3,0,2,0,0,0,4,0,0,1,-1,2,-1,3847.273361,0,0,3756.911546,4459.79401,7513.822713,.9032258
80249874,"0102","20130105","201207","MD","20815",0,0,0,0,0,0,0,26,0,-1,1986,3,0,1,0,1,0,0,0,1,0,0,-1,-1,1,-1,0,0,0,603.768728,639.5587806,1207.537522,0
80250487,"0111","20130219","201207","NM","88101",48000,48000,48000,48000,48000,48000,0,34,0,1,1978,1,0,4,0,3,0,0,0,2,1,0,2,2,2,-1,21335.48694,29501.39178,0,20614.0667,24635.48348,41228.13525,.6785714
80251484,"0111","20130317","201207","AZ","86409",8400,8400,8400,8400,8400,8400,0,62,0,-1,1950,3,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,5067.001046,7082.558575,0,4846.071624,5685.720637,9692.143252,.5483871
80251626,"0111","20130116","201207","IN","47302",8700,8700,8700,8700,8700,8700,0,63,0,-1,1949,1,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,2808.869955,0,0,2732.006981,3171.680078,5464.013823,.516129
80253415,"0111","20130120","201207","MI","48442",130000,130000,130000,130000,130000,130000,0,61,0,-1,1951,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,1505.105999,0,0,1458.311926,1638.106325,2916.623852,.6451613
80253769,"0111","20130116","201207","MN","55122",1072.8836,43498.742,3537.8978,6900.9012,14522.457,-8,1,61,0,1,1951,1,0,4,0,2,0,0,0,1,0,0,2,2,2,-1,11421.22039,0,0,10933.26835,13182.06608,21866.53594,.516129
80254458,"0111","20130205","201207","OH","44024",37500,37500,37500,37500,37500,37500,0,86,0,-1,1926,1,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,1460.303151,0,0,1422.175453,1710.369573,2844.350871,0
80256685,"0111","20130205","201207","NY","13208",25000,25000,25000,25000,25000,25000,0,20,0,-1,1992,3,0,4,0,3,0,1,0,3,3,0,2,1,2,-1,13249.52939,0,0,13203.90715,15984.1012,26407.81405,0
80257301,"0111","20130202","201207","VA","22181",134000,134000,134000,134000,134000,134000,0,37,0,-1,1975,3,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,6143.064972,0,0,6100.30989,7211.425729,12200.61983,0
80257589,"0111","20130204","201207","NH","03102",70000,70000,70000,70000,70000,70000,0,25,0,-1,1987,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,7193.258603,0,0,7089.689583,8342.092215,14179.37957,0
80263759,"0111","20130113","201207","TX","76310",6690.3366,10876.873,3439.1837,10158.019,26.541186,-8,1,28,0,2,1984,1,0,4,0,3,0,1,0,1,0,0,2,2,2,2,221453.8978,0,0,215674.3889,260647.4406,431348.7859,.4193548
80272144,"0102","20130105","201207","VA","22603",63942.524,73189.348,62666.458,71717.843,58164.91,-8,1,51,0,-1,1961,3,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,0,0,0,4408.139067,5171.9102,8816.278138,0
80277185,"0111","20130130","201207","SC","29707",24132.737,73519.883,103492.24,17298.635,120266.52,-7,1,77,0,-1,1935,2,0,3,0,2,1,1,0,2,0,0,1,-1,2,-1,2733.775059,0,0,2622.269277,3352.591412,5244.538428,.9677419
80277318,"0102","20130105","201207","TX","76092",420000,420000,420000,420000,420000,420000,0,42,0,-1,1970,3,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,0,0,0,6385.295912,7501.385406,12770.59208,0
80277756,"0111","20130128","201207","SC","29483",90000,90000,90000,90000,90000,90000,0,53,0,2,1959,3,0,4,0,3,0,0,0,2,0,0,2,2,2,2,4176.506411,0,0,4057.935296,4790.817126,8115.870463,.9032258
80281593,"0111","20130125","201207","SC","29440",150000,150000,150000,150000,150000,150000,0,67,0,2,1945,3,0,2,0,2,0,0,0,2,0,0,2,2,2,1,1507.807359,0,0,1474.292877,1812.995856,2948.585644,.8064516
80282385,"0111","20130125","201207","TX","75252",150000,150000,150000,150000,150000,150000,0,56,0,-1,1956,3,0,1,0,3,0,1,0,1,1,0,-1,-1,1,-1,4521.084546,0,0,4323.957965,5073.143556,8647.915933,.8064516
80284099,"0111","20130208","201207","TX","75028",108000,108000,108000,108000,108000,108000,0,38,0,2,1974,3,0,4,0,3,0,0,0,2,3,0,2,2,2,2,6025.752434,0,0,5983.813835,7073.71098,11967.62772,0
80284624,"0111","20130202","201207","IL","62959",100000,100000,100000,100000,100000,100000,0,55,0,2,1957,3,0,4,0,3,0,0,0,4,0,0,2,2,2,2,6703.168903,0,0,6512.865779,7689.119377,13025.73135,0
80284633,"0111","20130122","201207","VT","05446",30000,30000,30000,30000,30000,30000,0,64,0,-1,1948,3,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,6691.703668,0,0,6399.93459,7508.811878,12799.86919,.7096774
80288202,"0111","20130206","201207","NJ","07960",75000,75000,75000,75000,75000,75000,0,29,0,-1,1983,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,8172.387615,0,0,7928.615787,9271.208581,15857.23228,0
80289179,"0111","20130205","201207","PA","16433",150000,150000,150000,150000,150000,150000,0,37,0,-1,1975,3,0,1,0,3,0,0,0,2,4,0,-1,-1,1,-1,8809.074354,0,0,8747.764129,10341.08962,17495.52833,0
80289665,"0111","20130303","201207","MA","02382",85000,85000,85000,85000,85000,85000,0,64,0,-1,1948,3,0,3,0,2,1,0,0,2,0,0,1,-1,2,-1,6753.121085,9620.056815,0,6594.50894,7828.278923,13189.01722,0
80294173,"0111","20130130","201207","WV","25411",18000,18000,18000,18000,18000,18000,0,70,0,-1,1942,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,3496.162283,0,0,3334.287957,4141.774411,6668.576005,.9677419
80294454,"0111","20130123","201207","TX","76301",8400,8400,8400,8400,8400,8400,0,51,0,1,1961,1,0,4,0,3,0,1,0,1,0,0,2,2,2,-1,8418.904785,0,0,8082.789417,9801.055814,16165.57842,.7419355
80295406,"0111","20130211","201207","MI","48219",34000,34000,34000,34000,34000,34000,0,67,0,-1,1945,1,0,3,0,2,0,1,0,1,0,0,1,-1,2,-1,9654.912862,14601.43722,0,9450.27559,11427.74687,18900.5503,.3928571
80296403,"0111","20130219","201207","IA","50131",50000,50000,50000,50000,50000,50000,0,56,0,-1,1956,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,7284.968781,10182.79208,0,6967.332388,8174.519201,13934.66478,.6785714
80300588,"0102","20130105","201207","MI","49408",90000,90000,90000,90000,90000,90000,0,77,0,-1,1935,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,0,0,0,579.4769716,674.3060494,1158.953959,0
80301008,"0102","20130104","201207","CA","95065",9000,9000,9000,9000,9000,9000,0,83,0,-1,1929,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,0,0,0,8108.954893,10077.99353,16217.90975,0
80301361,"0111","20130113","201207","IL","60640",1203.349,4231.9142,5341.602,6760.7369,18174.386,-8,1,54,0,2,1958,1,0,2,0,1,0,0,0,1,1,0,2,2,2,1,82283.4012,0,0,77007.01739,83127.84269,154014.0389,.4193548
80302911,"0111","20130117","201207","IL","61455",0,0,0,0,0,0,0,21,0,-1,1991,1,0,4,0,1,0,0,0,1,1,0,2,1,2,-1,128664.8082,0,0,125470.3239,139748.5455,250940.6519,.5483871
80303486,"0111","20130128","201207","KY","40601",30000,30000,30000,30000,30000,30000,0,74,0,-1,1938,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,554.9642569,0,0,546.9674319,640.4586992,1093.934861,.9032258
80303534,"0111","20130211","201207","MI","48045",17000,17000,17000,17000,17000,17000,0,71,0,-1,1941,2,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,5613.874064,8504.076693,0,5440.7024,6545.405249,10881.40466,.3928571
80313038,"0111","20130212","201207","VA","24317",50000,50000,50000,50000,50000,50000,0,59,0,-1,1953,1,0,3,0,3,0,1,0,4,0,0,1,-1,2,-1,78025.53163,111065.6157,0,74910.44945,90835.16325,149820.8951,.4285714
80313458,"0111","20130118","201207","AZ","85037",100000,100000,100000,100000,100000,100000,0,47,0,-1,1965,2,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,9373.845799,0,0,8934.831603,10966.83084,17869.66316,.5806451
80318873,"0111","20130311","201207","MA","01982",42220.443,38430.8,44933.997,29104.524,40470.57,-7,1,78,0,-1,1934,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,2646.113491,3898.207173,0,2534.00394,3079.868604,5068.007949,.3548387
80318882,"0111","20130209","201207","VA","22407",206000,206000,206000,206000,206000,206000,0,72,0,-1,1940,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,1829.120103,0,0,1751.624623,2128.952366,3503.249294,0
80319508,"0111","20130215","201207","ID","83616",75000,75000,75000,75000,75000,75000,0,72,0,-1,1940,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,1798.867426,2717.178747,0,1750.05262,2140.349999,3500.105231,.5357143
80322049,"0111","20130308","201207","WA","98284",65000,65000,65000,65000,65000,65000,0,58,0,-1,1954,2,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,6582.793654,9329.142054,0,6289.2384,7628.768587,12578.47647,0
80327969,"0111","20130324","201207","IL","60175",24932.383,14631.179,5740.6004,15662.481,7315.6154,-7,1,71,0,-1,1941,1,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,50729.74714,76029.08376,0,48380.93065,60097.65898,96761.86264,.7741935
80328582,"0111","20130204","201207","VA","22827",25000,25000,25000,25000,25000,25000,0,70,0,1,1942,1,0,4,0,3,0,1,0,2,0,0,2,2,2,-1,4448.636623,0,0,4276.540439,5371.967736,8553.080774,0
80330147,"0111","20130120","201207","TN","37407",39000,39000,39000,39000,39000,39000,0,31,0,-1,1981,2,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,5555.199743,0,0,5441.546347,6373.182677,10883.09315,.6451613
80331117,"0111","20130211","201207","CA","94510",90000,90000,90000,90000,90000,90000,0,59,0,-1,1953,3,0,1,0,3,0,0,0,1,2,0,-1,-1,1,-1,21258.90552,34131.88724,0,20406.99839,24482.68847,40813.99613,.3928571
80332851,"0111","20130215","201207","IL","60657",32000,32000,32000,32000,32000,32000,0,68,0,-1,1944,2,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,37952.74147,57106.99174,0,36221.93965,46057.00464,72443.88007,.5357143
80333568,"0111","20130206","201207","NY","11706",85000,85000,85000,85000,85000,85000,0,34,0,-1,1978,2,0,3,0,2,0,1,0,1,0,0,1,-1,2,-1,31269.83747,0,0,30387.13329,37377.23306,60774.26701,0
80337388,"0102","20130109","201207","GA","30188",109098.71,145118.57,130154.5,114196.19,132077.98,-8,1,26,0,2,1986,3,0,2,0,3,0,1,0,4,0,0,2,2,2,1,0,0,0,1803.201514,2018.734539,3606.40319,0
80341246,"0111","20130221","201207","OK","73507",7500,7500,7500,7500,7500,7500,0,63,0,-1,1949,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,38021.9188,54492.38461,0,36942.47563,43614.45711,73884.95009,.75
80343512,"0111","20130219","201207","IN","46795",70000,70000,70000,70000,70000,70000,0,42,0,-1,1970,2,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,5554.746435,8094.611704,0,5482.165403,6450.711823,10964.33099,.6785714
80347396,"0111","20130206","201207","IL","60201",15493.634,22299.61,22450.096,23188.928,21564.956,-8,1,22,0,-1,1990,2,0,4,0,3,0,1,0,3,0,0,2,1,2,-1,52574.98853,0,0,52216.88104,66129.58093,104433.7607,0
80349596,"0102","20130105","201207","NY","11229",40000,40000,40000,40000,40000,40000,0,78,0,-1,1934,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,0,0,0,2553.736885,3103.852338,5107.47384,0
80350015,"0111","20130113","201207","NY","10009",180000,180000,180000,180000,180000,180000,0,30,0,-1,1982,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,8244.785515,0,0,7998.854149,9353.340763,15997.70902,.4193548
80353016,"0111","20130128","201207","SC","29464",14000,14000,14000,14000,14000,14000,0,19,0,-1,1993,1,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,19322.04418,0,0,19176.43098,23725.3143,38352.86158,.9032258
80353481,"0111","20130128","201207","VA","22152",142867.65,58707.355,17678.624,29939.28,119159.49,-7,1,72,0,-1,1940,1,1,3,0,3,1,0,0,1,0,0,1,-1,2,-1,3539.448413,0,0,3375.569914,4193.053892,6751.139922,.9032258
80354545,"0102","20130105","201207","MD","21212",57704.636,53640.462,62587.716,54220.421,55341.71,-8,1,51,0,-1,1961,3,0,1,0,3,1,0,0,1,0,0,-1,-1,1,-1,0,0,0,4060.720566,4794.105429,8121.441005,0
80355775,"0111","20130129","201207","WA","98201",70000,70000,70000,70000,70000,70000,0,68,0,-1,1944,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,1823.998347,0,0,1774.501578,2170.251573,3549.003147,.9354839
80358851,"0111","20130125","201207","NJ","08021",5000,5000,5000,5000,5000,5000,0,60,0,-1,1952,1,0,3,0,1,0,1,0,1,0,0,1,-1,2,-1,324234.6458,0,0,305866.2909,333891.4511,611732.5822,.8064516
80359362,"0111","20130127","201207","MO","63044",146786.48,138174.86,130072.38,124138.02,129017.53,-8,1,51,0,-1,1961,3,0,1,0,3,0,0,0,2,1,0,-1,-1,1,-1,1373.468111,0,0,1351.932635,1528.113099,2703.865226,.8709677
80360809,"0111","20130116","201207","PA","19320",115000,115000,115000,115000,115000,115000,0,42,0,-1,1970,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,9549.625957,0,0,9334.692568,10966.30878,18669.38551,.516129
80362278,"0111","20130120","201207","MI","49684",275000,275000,275000,275000,275000,275000,0,56,0,-1,1956,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,1505.105999,0,0,1458.311926,1638.106325,2916.623852,.6451613
80362317,"0111","20130301","201207","TN","37659",306643.36,161421.99,185991.08,208475.31,196364.78,-7,1,64,0,-1,1948,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,1514.225499,2146.572228,0,1467.147898,1648.031679,2934.295797,0
80365439,"0111","20130213","201207","NY","14616",70000,70000,70000,70000,70000,70000,0,46,0,2,1966,3,0,4,0,3,0,0,0,2,4,0,2,2,2,2,56351.15076,80761.53643,0,54751.34025,64639.68483,109502.6788,.4642857
80365840,"0111","20130214","201207","MD","21793",65000,65000,65000,65000,65000,65000,0,55,0,-1,1957,2,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,5985.807024,8483.091977,0,5718.873987,6936.923591,11437.74768,.5
80368122,"0111","20130211","201207","NJ","07010",67000,67000,67000,67000,67000,67000,0,51,0,-1,1961,2,0,1,0,1,0,0,0,1,0,0,-1,-1,1,-1,8566.990442,12873.41838,0,8042.343698,8782.154994,16084.6874,.3928571
80369473,"0111","20130227","201207","SC","29860",96623.209,84554.696,82828.468,57772.73,83096.184,-8,1,24,0,2,1988,2,0,4,0,3,0,1,0,3,0,0,2,2,2,2,32757.60761,45266.04344,0,32534.48356,41202.99261,65068.96627,.9642857
80369811,"0111","20130303","201207","NY","11941",36591.725,22331.428,56964.586,67158.803,61363.916,-7,1,80,0,-1,1932,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,2459.921481,3715.697039,0,2393.16804,2926.893257,4786.336068,0
80372905,"0111","20130123","201207","TX","78251",65000,65000,65000,65000,65000,65000,0,30,0,-1,1982,3,0,1,0,1,0,1,0,1,1,0,-1,-1,1,-1,674.425568,0,0,642.9082124,676.7839286,1285.816516,.7419355
80373229,"0111","20130222","201207","NY","14127",95000,95000,95000,95000,95000,95000,0,49,0,-1,1963,3,0,1,0,3,0,0,0,1,1,0,-1,-1,1,-1,6198.626583,8883.769008,0,6022.647428,7110.365331,12045.29467,.7857143
80373247,"0111","20130122","201207","NJ","07042",24831.759,53115.185,24787.103,30901.985,23813.149,-7,1,23,0,-1,1989,3,0,4,0,3,1,0,0,1,0,0,2,1,2,-1,12114.73621,0,0,12265.04375,14940.44894,24530.08687,.7096774
80373546,"0111","20130201","201207","TX","75071",50000,50000,50000,50000,50000,50000,0,55,0,2,1957,3,0,2,0,3,0,0,0,2,0,0,2,2,2,1,37913.49821,0,0,36837.1331,43490.08923,73674.26503,0
80373694,"0102","20130105","201207","MD","20876",160000,160000,160000,160000,160000,160000,0,51,0,2,1961,3,0,4,0,3,0,1,0,2,1,0,2,2,2,2,0,0,0,4333.173315,5083.955594,8666.346633,0
80375661,"0111","20130216","201207","OH","44139",97000,97000,97000,97000,97000,97000,0,47,0,-1,1965,3,0,1,0,2,0,0,0,2,2,0,-1,-1,1,-1,6870.253615,9925.711304,0,6796.654594,7724.582231,13593.3085,.5714286
80379490,"0111","20130128","201207","OH","44054",250000,250000,250000,250000,250000,250000,0,63,0,-1,1949,2,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,1998.886009,0,0,1934.729927,2246.842884,3869.459754,.9032258
80380106,"0111","20130206","201207","VA","23462",81000,81000,81000,81000,81000,81000,0,42,0,-1,1970,3,0,1,0,2,0,0,0,2,0,0,-1,-1,1,-1,5588.458682,0,0,5577.566952,6629.692484,11155.13356,0
80385491,"0111","20130319","201207","SC","29020",45000,45000,45000,45000,45000,45000,0,48,0,2,1964,1,0,2,0,3,0,1,0,1,0,0,2,2,2,1,8431.060529,12001.21177,0,8094.459857,9815.207196,16188.9193,.6129032
80387020,"0111","20130218","201207","OH","45403",15400,15400,15400,15400,15400,15400,0,59,0,1,1953,2,0,4,0,3,0,1,0,1,0,0,2,2,2,-1,2798.977149,4052.695608,0,2702.790758,3176.165831,5405.581502,.6428571
80387347,"0111","20130206","201207","KY","40223",87000,87000,87000,87000,87000,87000,0,47,0,-1,1965,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,1515.986479,0,0,1468.854129,1649.94827,2937.708258,0
80388643,"0111","20130130","201207","MA","02536",185030.27,172479.21,176661.84,152411.42,208674.76,-8,1,71,0,-1,1941,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,2440.913456,0,0,2374.675824,2904.276901,4749.351637,.9677419
80390712,"0102","20130105","201207","NY","11216",85000,85000,85000,85000,85000,85000,0,36,0,-1,1976,3,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,0,0,0,8893.792751,10513.71603,17787.58558,0
80391371,"0111","20130117","201207","TX","75089",85000,85000,85000,85000,85000,85000,0,33,0,-1,1979,1,0,1,0,1,0,1,0,2,3,0,-1,-1,1,-1,143674.3369,0,0,137486.7924,149581.5239,274973.5973,.5483871
80395575,"0111","20130320","201207","NC","28604",75000,75000,75000,75000,75000,75000,0,72,0,-1,1940,2,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,1881.007207,2809.565698,0,1799.443683,2261.121279,3598.887321,.6451613
80396826,"0111","20130204","201207","NJ","08873",80500,80500,80500,80500,80500,80500,0,34,0,2,1978,3,0,4,0,3,0,1,0,2,1,0,2,2,2,2,8172.387615,0,0,7928.615787,9271.208581,15857.23228,0
80396853,"0111","20130127","201207","TX","78213",95020.431,90750.654,81018.428,82678.144,84687.618,-7,1,62,0,-1,1950,2,0,1,0,1,0,1,0,1,0,0,-1,-1,1,-1,1837.126127,0,0,1720.576834,1901.213673,3441.15375,.8709677
80398389,"0111","20130128","201207","CT","06457",43000,43000,43000,43000,43000,43000,0,44,0,-1,1968,1,0,1,0,2,0,0,0,1,1,0,-1,-1,1,-1,331051.6376,0,0,323897.8458,391026.5972,647795.6823,.9032258
80399032,"0111","20130206","201207","PA","16509",50000,50000,50000,50000,50000,50000,0,66,0,-1,1946,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,2419.531632,0,0,2353.874227,2878.836124,4707.748442,0
